query_id,doc_id,relevance,score,topic,term1,term2,relatedness_level
q_001759,d_000791,0.9,0.9,the us is justified in using force to prevent states from acquiring nuclear weapons,united states,states,high
q_001759,d_000863,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,united states,us,high
q_001760,d_000118,1.0,1.0,the school leaving age should be raised to 18,universal primary education,children,high
q_001760,d_000733,0.7,0.7,the school leaving age should be raised to 18,universal primary education,school leaving age,high
q_001763,d_000331,1.0,1.0,gambling should be banned,unlawful internet gambling,gambling,high
q_001763,d_000766,0.8,0.8,gambling should be banned,unlawful internet gambling,slot machines,high
q_001764,d_000391,0.9,0.9,housewives should be paid for their work,unpaid,housewives,high
q_001764,d_000431,0.8,0.8,housewives should be paid for their work,unpaid,jobs,high
q_001764,d_000909,0.8,0.8,housewives should be paid for their work,unpaid,work,high
q_001765,d_000391,1.0,1.0,housewives should be paid for their work,unpaid care work,housewives,high
q_001765,d_000594,1.0,1.0,housewives should be paid for their work,unpaid care work,paid work,high
q_001765,d_000886,0.7,0.7,housewives should be paid for their work,unpaid care work,wages,high
q_001765,d_000909,1.0,1.0,housewives should be paid for their work,unpaid care work,work,high
q_001766,d_000391,1.0,1.0,housewives should be paid for their work,unpaid work,housewives,high
q_001766,d_000431,0.8,0.8,housewives should be paid for their work,unpaid work,jobs,high
q_001766,d_000594,0.7,0.7,housewives should be paid for their work,unpaid work,paid work,high
q_001766,d_000886,0.9,0.9,housewives should be paid for their work,unpaid work,wages,high
q_001766,d_000909,1.0,1.0,housewives should be paid for their work,unpaid work,work,high
q_001768,d_000428,0.9,0.9,all nations have a right to nuclear weapons,uranium,iran's nuclear program,high
q_001768,d_000550,1.0,1.0,all nations have a right to nuclear weapons,uranium,nuclear bomb,high
q_001768,d_000552,1.0,1.0,all nations have a right to nuclear weapons,uranium,nuclear explosive devices,high
q_001768,d_000560,1.0,1.0,all nations have a right to nuclear weapons,uranium,nuclear weapons,high
q_001768,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,uranium,nuclear weapons,high
q_001768,d_000860,0.9,0.9,all nations have a right to nuclear weapons,uranium,uranium enrichment,high
q_001769,d_000560,1.0,1.0,all nations have a right to nuclear weapons,uranium enrichment,nuclear weapons,high
q_001770,d_000560,1.0,1.0,the us is justified in using force to prevent states from acquiring nuclear weapons,uranium enrichment program,nuclear weapons,high
q_001774,d_000351,0.7,0.7,google shouldn't censor its search results in china,user,google,high
q_001775,d_000346,0.8,0.8,google shouldn't censor its search results in china,users,gmail accounts,high
q_001775,d_000351,0.7,0.7,google shouldn't censor its search results in china,users,google,high
q_001775,d_000865,0.9,0.9,google shouldn't censor its search results in china,users,user,high
q_001777,d_000314,1.0,1.0,parents should be allowed to genetically screen fetuses for heritable diseases,uterus,fetuses,high
q_001779,d_000515,0.8,0.8,the monarchy should be abolished,vatican city,monarchy,high
q_001780,d_000875,0.7,0.7,the sale of violent video games to minors should be banned,video,violent video games,high
q_001781,d_000154,0.9,0.9,the sale of violent video games to minors should be banned,video game,consoles,high
q_001781,d_000159,0.9,0.9,the sale of violent video games to minors should be banned,video game,content rating,high
q_001781,d_000871,1.0,1.0,the sale of violent video games to minors should be banned,video game,video game sales,high
q_001781,d_000875,1.0,1.0,the sale of violent video games to minors should be banned,video game,violent video games,high
q_001782,d_000051,0.7,0.7,the sale of violent video games to minors should be banned,video game content,attorney jack thompson,high
q_001782,d_000334,0.9,0.9,the sale of violent video games to minors should be banned,video game content,gameplay,high
q_001782,d_000580,0.8,0.8,the sale of violent video games to minors should be banned,video game content,online games,high
q_001782,d_000684,0.8,0.8,the sale of violent video games to minors should be banned,video game content,rating board,high
q_001782,d_000875,1.0,1.0,the sale of violent video games to minors should be banned,video game content,violent video games,high
q_001783,d_000333,0.9,0.9,the sale of violent video games to minors should be banned,video game industry,game content rating,high
q_001783,d_000684,0.7,0.7,the sale of violent video games to minors should be banned,video game industry,rating board,high
q_001783,d_000870,0.7,0.7,the sale of violent video games to minors should be banned,video game industry,video game play,high
q_001783,d_000875,0.9,0.9,the sale of violent video games to minors should be banned,video game industry,violent video games,high
q_001784,d_000875,0.9,0.9,the sale of violent video games to minors should be banned,video game play,violent video games,high
q_001785,d_000507,0.8,0.8,the sale of violent video games to minors should be banned,video game sales,minors,high
q_001785,d_000875,0.7,0.7,the sale of violent video games to minors should be banned,video game sales,violent video games,high
q_001786,d_000334,0.7,0.7,the sale of violent video games to minors should be banned,video game violence,gameplay,high
q_001786,d_000685,0.9,0.9,the sale of violent video games to minors should be banned,video game violence,rating board esrb,high
q_001786,d_000875,1.0,1.0,the sale of violent video games to minors should be banned,video game violence,violent video games,high
q_001787,d_000006,1.0,1.0,the sale of violent video games to minors should be banned,video games,action games,high
q_001787,d_000685,0.9,0.9,the sale of violent video games to minors should be banned,video games,rating board esrb,high
q_001787,d_000870,1.0,1.0,the sale of violent video games to minors should be banned,video games,video game play,high
q_001787,d_000875,1.0,1.0,the sale of violent video games to minors should be banned,video games,violent video games,high
q_001788,d_000321,1.0,1.0,the sale of violent video games to minors should be banned,violence,forms of violence,high
q_001788,d_000875,0.9,0.9,the sale of violent video games to minors should be banned,violence,violent video games,high
q_001789,d_000006,0.8,0.8,the sale of violent video games to minors should be banned,violent,action games,high
q_001789,d_000875,1.0,1.0,the sale of violent video games to minors should be banned,violent,violent video games,high
q_001790,d_000875,0.8,0.8,the sale of violent video games to minors should be banned,violent acts,violent video games,high
q_001792,d_000875,1.0,1.0,the sale of violent video games to minors should be banned,violent content,violent video games,high
q_001793,d_000580,0.8,0.8,the sale of violent video games to minors should be banned,violent games,online games,high
q_001793,d_000625,0.8,0.8,the sale of violent video games to minors should be banned,violent games,playing video games,high
q_001793,d_000872,0.8,0.8,the sale of violent video games to minors should be banned,violent games,violent acts,high
q_001793,d_000875,1.0,1.0,the sale of violent video games to minors should be banned,violent games,violent video games,high
q_001794,d_000875,0.8,0.8,the sale of violent video games to minors should be banned,violent video,violent video games,high
q_001795,d_000142,0.7,0.7,the sale of violent video games to minors should be banned,violent video game,columbine high school,high
q_001795,d_000684,0.9,0.9,the sale of violent video games to minors should be banned,violent video game,rating board,high
q_001795,d_000873,0.8,0.8,the sale of violent video games to minors should be banned,violent video game,violent behavior,high
q_001795,d_000875,1.0,1.0,the sale of violent video games to minors should be banned,violent video game,violent video games,high
q_001796,d_000142,0.7,0.7,the sale of violent video games to minors should be banned,violent video games,columbine high school,high
q_001796,d_000875,1.0,1.0,the sale of violent video games to minors should be banned,violent video games,violent video games,high
q_001799,d_000533,0.8,0.8,national service should be reintroduced,volunteer,national service,high
q_001800,d_000058,0.8,0.8,democratic governments should require voters to present photo identification at the polling station,vote,ballot paper,high
q_001800,d_000095,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,vote,candidates,high
q_001800,d_000207,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,vote,democratic governments,high
q_001800,d_000258,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,vote,elections,high
q_001800,d_000309,0.9,0.9,democratic governments should require voters to present photo identification at the polling station,vote,federal elections,high
q_001800,d_000397,0.7,0.7,democratic governments should require voters to present photo identification at the polling station,vote,identification,high
q_001800,d_000582,1.0,1.0,open primaries are the most effective method of selecting candidates for elections,vote,open primaries,high
q_001800,d_000618,0.75,0.75,democratic governments should require voters to present photo identification at the polling station,vote,photo identification,high
q_001800,d_000628,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,vote,polling station,high
q_001800,d_000879,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,vote,voter intimidation,high
q_001800,d_000880,1.0,1.0,democratic governments should require voters to present photo identification at the polling station,vote,voters,high
q_001801,d_000015,0.8,0.8,open primaries are the most effective method of selecting candidates for elections,vote splitting,alternative vote,high
